replay_buffer/size,trainer/Alpha,evaluation/Average Returns,trainer/Q Targets Mean,exploration/Actions Min,evaluation/num paths total,exploration/Returns Mean,time/exploration sampling (s),evaluation/Returns Std,trainer/QF2 Loss,trainer/QF1 Loss,evaluation/path length Mean,exploration/num steps total,evaluation/Actions Std,trainer/Policy mu Min,trainer/Q2 Predictions Min,trainer/Q1 Predictions Min,exploration/Actions Max,trainer/Policy mu Std,exploration/Returns Std,exploration/Rewards Mean,time/data storing (s),Epoch,evaluation/Actions Max,exploration/Actions Mean,exploration/Actions Std,exploration/Rewards Std,evaluation/Returns Max,time/epoch (s),trainer/Policy log std Min,exploration/Num Paths,trainer/Policy log std Mean,evaluation/Returns Min,evaluation/num steps total,trainer/Policy mu Max,trainer/Policy log std Max,exploration/num paths total,evaluation/path length Std,time/training (s),exploration/Rewards Max,evaluation/Rewards Mean,trainer/Q2 Predictions Mean,exploration/path length Mean,trainer/Log Pis Max,evaluation/Rewards Max,exploration/Average Returns,exploration/Returns Max,time/evaluation sampling (s),trainer/Alpha Loss,trainer/Policy Loss,trainer/Policy mu Mean,exploration/path length Std,trainer/Log Pis Std,evaluation/path length Max,time/total (s),trainer/Log Pis Min,evaluation/Returns Mean,trainer/Q Targets Std,evaluation/Rewards Std,trainer/Q1 Predictions Std,exploration/Returns Min,trainer/Q1 Predictions Mean,trainer/Log Pis Mean,evaluation/Num Paths,evaluation/path length Min,trainer/Policy log std Std,trainer/Q Targets Max,evaluation/Rewards Min,trainer/Q1 Predictions Max,time/saving (s),exploration/path length Max,exploration/path length Min,evaluation/Actions Mean,trainer/Q2 Predictions Max,trainer/Q Targets Min,evaluation/Actions Min,time/logging (s),exploration/Rewards Min,trainer/Q2 Predictions Std
12700,1.5321555137634277,3547.720993173259,1323.374,-0.99826884,250,2378.0226608568196,0.405400887990254,4423.223221632972,2628.2954,1582.6849,150.0,12700,0.6721614,-2.626156,21.910402,18.959255,0.9987296,1.6211902,4206.938313107504,19.024181286854553,0.0030329689907375723,24,0.9857484,0.10398833,0.72380406,84.43897530253615,8965.010580726686,3.4796598829707364,-0.75820774,4,-0.43999034,-82.9256953354709,37500,2.509135,0.086787134,102,0.0,2.0654991409974173,600.7596400219298,23.651473287821727,1331.4877,125.0,10.684892,532.8002671402961,2378.0226608568196,9664.558208273165,0.9995180789992446,-0.03774545341730118,-1341.8313,-0.16028675,43.30127018922193,3.877112,150,87.99791059484414,-4.7979984,3547.720993173259,1414.9924,85.86734969830069,1420.8923,-83.97724939058597,1329.8076,4.088509,10,150,0.20044869,6700.131,-0.6966182490209752,6774.38,0.002030073999776505,150,50,0.16950464,6966.385,18.778448,-0.9902859,0.004178731993306428,-0.6880036023773249,1424.2189
13200,1.527787208557129,2382.9640873064536,1306.8345,-0.99773425,260,4200.42222035144,0.4463216839940287,3765.210538452219,17724.309,13980.727,150.0,13200,0.65172243,-2.6271462,22.113327,19.748049,0.99888825,1.5010145,4288.950649203621,33.60337776281152,0.0029473520116880536,25,0.987443,0.280452,0.735381,98.58234126524769,8134.400768352581,4.483776238004793,-0.7131678,4,-0.3672795,-94.72662708895764,39000,2.6300466,0.18986508,106,0.0,2.6995212780020665,520.1949330926575,15.88642724870969,1293.4851,125.0,12.458443,492.4138146398129,4200.42222035144,8869.958317193341,1.328571418998763,0.4716547727584839,-1308.1019,0.11891207,43.30127018922193,4.472726,150,92.4863618848467,-4.4157076,2382.9640873064536,1438.9606,69.40922323862657,1399.4896,-92.04029339622666,1298.5227,2.8873138,10,150,0.22854984,5114.1143,-0.8836169282652915,5174.7026,0.002076245000353083,150,50,0.3070723,5140.1074,-0.1948936,-0.9896209,0.004338259997894056,-0.9000613154591885,1385.8086
13700,1.6257636547088623,2661.8224305697586,1643.6193,-0.9980936,270,2255.1457884852507,0.519244819006417,4176.63971590536,14527.323,9615.029,150.0,13700,0.6529248,-2.8788657,22.470253,21.079111,0.999393,1.678166,3995.026475682486,18.04116630788201,0.0028897930023958907,26,0.9898657,0.044430617,0.7541079,79.25551378588598,9041.705066544891,4.071618227011641,-0.7969639,4,-0.46904525,-87.70538439628847,40500,2.6473088,0.07528593,110,0.0,2.2649159020074876,565.6402802189073,17.745482870465054,1614.9731,125.0,14.631975,551.2346203297369,2255.1457884852507,9174.573291345463,1.2783751630049665,-0.23971450328826904,-1624.9027,-0.033818375,43.30127018922193,4.5764303,150,96.56332923583977,-3.2814205,2661.8224305697586,1640.1965,77.13144838817371,1606.0078,-90.12087742286388,1617.9354,4.4934664,10,150,0.1895128,7733.443,-0.6777133164328071,7847.189,0.0020130479970248416,150,50,0.066190325,8117.643,19.92193,-0.9925271,0.004179501993348822,-0.6773585194127139,1604.8436
14200,1.7529910802841187,3597.1956534055253,1483.2701,-0.99890983,280,2521.35671429385,0.7227738389919978,4488.02034824651,1612.8516,853.68744,150.0,14200,0.73583525,-2.8874516,22.815533,20.705544,0.9990048,1.6544212,4456.513878050901,20.1708537143508,0.0029042350070085377,27,0.9928264,0.033290107,0.75105643,91.20026734757893,9093.848663457724,4.08031781797763,-0.78808564,4,-0.47432354,-85.36445471015558,42000,2.8451002,0.062802,114,0.0,2.2058834559866227,658.4139089726093,23.981304356036834,1487.5585,125.0,12.115561,563.6232074263207,2521.35671429385,10240.177999391268,1.1424581360042794,-0.05504845455288887,-1494.8916,-0.088627994,43.30127018922193,4.3512177,150,100.64860388780653,-7.962538,3597.1956534055253,1425.804,90.10606216011003,1437.3179,-83.87934890397992,1486.6461,4.098097,10,150,0.1891836,6832.77,-0.6623815911316252,6897.2295,0.0020302189950598404,150,50,0.064675465,7004.574,-0.76652986,-0.9939581,0.004267932992661372,-0.6573965694965095,1434.2847
14700,1.8403147459030151,2741.1680649292,1652.9369,-0.99931794,290,5151.781133297726,0.6594765649933834,4288.752742638474,12123.341,8265.902,150.0,14700,0.7127324,-2.768538,23.16148,22.9561,0.9989195,1.5948488,5230.423127638949,41.214249066381804,0.0034801290021277964,28,0.98777777,0.049935292,0.78139675,126.05824037372939,9292.302806846878,4.372691269032657,-0.7657768,4,-0.45773178,-87.9777048868612,43500,2.5778925,0.069953725,118,0.0,2.678449676008313,679.8297090250296,18.27445376619467,1658.4976,125.0,13.451662,579.3592971015571,5151.781133297726,10849.26135128318,1.0196090750105213,0.22229057550430298,-1666.2828,-0.1072612,43.30127018922193,3.7523146,150,105.0264106298273,-3.3316045,2741.1680649292,1752.4148,80.78070725345397,1734.8439,-85.97402101196789,1653.842,3.6355667,10,150,0.1836202,8477.403,-0.6438480669646183,8505.561,0.0020898430084344,150,50,-0.044089086,8750.295,-0.47172824,-0.9909049,0.009585981009877287,-0.6473734057957332,1749.8397
15200,1.8994072675704956,2639.5469281662417,1518.0889,-0.9995656,300,2483.841932387189,0.514256355992984,4151.428379775337,4473.458,2073.965,150.0,15200,0.7206804,-2.6915574,23.512064,22.585363,0.9987737,1.68862,4395.846014389239,19.87073545909751,0.0035737910075113177,29,0.99036497,-0.04251152,0.7744166,89.67085792166715,8980.910697242074,4.299796820007032,-0.77004457,4,-0.48498574,-94.8699049775718,45000,2.7237153,-0.016979177,122,0.0,2.2832062910019886,649.2366885806546,17.596979521108278,1517.441,125.0,12.501836,538.2183852306694,2483.841932387189,10097.512625268846,1.492414156004088,-0.5762256383895874,-1532.2388,-0.15914686,43.30127018922193,3.4608064,150,109.33117495384067,-2.9923546,2639.5469281662417,1406.7526,75.44457467896372,1399.2528,-93.47764822672777,1520.2845,4.8984847,10,150,0.14988899,7349.131,-0.720386817871044,7431.281,0.0020360899943625554,150,50,-0.018482173,7536.0674,-0.77474046,-0.9919509,0.004310136006097309,-0.7164407793598434,1391.9117
15700,1.998748540878296,3445.1992421018394,1765.3595,-0.998046,310,2337.5408838685244,0.4310018929973012,4309.947648846698,3709.3755,2373.572,150.0,15700,0.7483138,-2.6024208,23.755768,23.16483,0.99970365,1.5851221,4147.971344048228,18.70032707094819,0.002663780003786087,30,0.99262756,0.07733328,0.7566543,83.36530999374794,8723.743807074763,4.101552706997609,-0.80558616,4,-0.4616319,-95.9508278724985,46500,2.8128648,-0.0025459826,126,0.0,2.3680058079917217,600.7765695897085,22.967994947345577,1764.8423,125.0,12.767915,528.064396897486,2337.5408838685244,9521.919096285983,1.2940541559946723,0.011725280433893204,-1771.7172,-0.022487324,43.30127018922193,4.304639,150,113.4379530728329,-4.074313,3445.1992421018394,1798.5245,84.720464217669,1782.4594,-93.47185947262945,1760.913,3.9830675,10,150,0.19417608,8544.768,-0.7364197720938558,8492.061,0.0016432850097771734,150,50,0.14277166,8699.81,22.416323,-0.9898899,0.004183785000350326,-0.7351834416205951,1788.9753
16200,1.9609544277191162,2387.957201254815,1576.1843,-0.9993123,320,4088.791971507566,0.4466394000046421,3757.3939423889415,53639.99,47925.137,150.0,16200,0.7688905,-2.46914,23.964289,23.065262,0.9993054,1.6738735,4160.1226981000955,32.710335772060525,0.0027046400064136833,31,0.9904885,0.22613879,0.7708885,95.96784637511443,8127.409021895203,3.857187902991427,-0.7879264,4,-0.43484175,-95.95629323163904,48000,2.9574234,0.09842032,130,0.0,2.2586682730034227,496.31089535384274,15.919714675032107,1574.9984,125.0,13.750294,492.7335768562316,4088.791971507566,8294.398854082043,1.1429162509884918,-0.2659222185611725,-1586.1814,0.016259441,43.30127018922193,3.8048916,150,117.29988544282969,-3.4317465,2387.957201254815,1559.1335,69.36648138134832,1506.5054,-88.92334839753568,1577.9045,4.394988,10,150,0.20184134,8676.528,-0.7617504181341719,8651.668,0.0020289739914005622,150,50,0.16535209,8902.501,0.0,-0.987393,0.004230364997056313,-0.7597807463396242,1506.0416
16700,2.0618913173675537,2430.7887314777086,1731.2861,-0.9977703,330,2146.515375744488,0.45781460200669244,3837.9438103375537,6034.4653,3316.3152,150.0,16700,0.7632208,-2.6730175,24.2283,24.329584,0.998876,1.5779392,3813.041369321398,17.172123005955907,0.002859771004295908,32,0.9913989,0.07596387,0.78598887,73.83301603486474,8293.302983245005,3.666125486997771,-0.8413744,4,-0.45045358,-96.71116408712622,49500,2.7133105,0.050345603,134,0.0,1.9974203839956317,519.9962607102508,16.205258209851387,1733.0845,125.0,12.982902,503.4595665151695,2146.515375744488,8750.723243613897,1.1927940610039514,0.28375229239463806,-1739.303,-0.07517502,43.30127018922193,3.7629545,150,120.97108912482508,-3.3491426,2430.7887314777086,1614.8588,70.80116608335156,1603.3363,-91.11177801494946,1732.6764,3.607825,10,150,0.1981543,9284.432,-0.7858324301520809,9267.301,0.011031788992113434,150,50,0.10459218,9618.361,23.033207,-0.9909292,0.00420487999508623,-0.7799175200025074,1611.8602
17200,2.13108229637146,4208.304784681016,1703.5194,-0.9981039,340,3014.549839243809,0.36834781400102656,5252.879140675668,1878.3441,794.5906,150.0,17200,0.761159,-2.4296627,24.597736,24.170765,0.99980664,1.6090376,5330.228973184074,24.116398713950467,0.00277722800092306,33,0.991366,0.038253147,0.7917133,107.65626949629332,10641.711296768965,3.30518934999418,-0.9044301,4,-0.50165933,-101.43753810073855,51000,2.661624,0.091992,138,0.0,1.9966283859976102,769.6925864051718,28.055365231206782,1710.8832,125.0,11.496988,685.8016989379365,3014.549839243809,12246.67023553424,0.9312152459897334,-0.3372310400009155,-1724.9808,-0.19356333,43.30127018922193,3.1127138,150,124.28129643783905,-3.1085682,4208.304784681016,1612.2467,108.42936525837665,1614.3665,-100.51020382266786,1708.1812,4.4458623,10,150,0.1844163,8069.485,-0.7724648463125718,8092.2236,0.002049173999694176,150,50,0.117943235,8233.451,23.227709,-0.9901809,0.004171502005192451,-0.7717633871261029,1616.0637
17700,2.216343879699707,2597.6815628128766,2104.2742,-0.9987019,350,4308.739542017565,0.3866577290027635,4084.803731586273,16891.354,6646.7896,150.0,17700,0.7428816,-2.701015,24.714382,27.237673,0.9995793,1.5875127,4391.929850692843,34.46991633614051,0.003164484995068051,34,0.99134094,0.12605204,0.79470295,100.61498686239743,8837.310133913206,3.3438367399940034,-0.88489103,4,-0.4724463,-87.59103793224273,52500,2.725924,0.18524279,142,0.0,1.9671640320011647,537.030940213167,17.317877085419177,2090.2468,125.0,12.167458,535.1887659292785,4308.739542017565,8966.814372657562,0.9806365719996393,0.35855406522750854,-2098.2568,-0.028133549,43.30127018922193,3.5651734,150,127.630030869841,-3.415002,2597.6815628128766,2059.757,74.96445023397345,2046.1772,-89.9414847068658,2087.2258,3.549571,10,150,0.20262823,10285.997,-0.813728480899615,10393.883,0.0020257269934518263,150,50,0.081104495,10860.443,23.524193,-0.9909585,0.0041881950019160286,-0.8163845522260251,2064.4731
18200,2.181619644165039,2663.4627191508207,2207.8167,-0.9983513,360,2224.382264492277,0.3476531839987729,4199.626064080991,4956.8594,2137.7725,150.0,18200,0.80476147,-2.422233,24.833088,25.194914,0.9993445,1.6396023,3954.987581195672,17.79505811593822,0.0029337779997149482,35,0.9912525,0.043422207,0.82301915,75.46756068700749,9078.477144853785,3.300900360001833,-0.80220574,4,-0.4954779,-96.77874303939855,54000,2.7685056,0.12722145,146,0.0,1.9968290899996646,530.6399595987447,17.756418127672134,2208.0344,125.0,11.540163,552.6625942672549,2224.382264492277,9074.441082069734,0.9472156959964195,-0.1642889380455017,-2214.598,0.0078115035,43.30127018922193,3.4744503,150,130.93574715983414,-3.6093323,2663.4627191508207,2261.31,76.93732175526989,2260.1882,-92.59710909999382,2197.9355,4.210619,10,150,0.16954431,9634.842,-0.8376057459347004,9635.635,0.0020309110113885254,150,50,0.06580281,9934.033,23.724215,-0.9854584,0.0042377009958727285,-0.8139009689551755,2280.2932
18700,2.229099750518799,3317.1421815250733,1770.3988,-0.9992957,370,2044.965818022166,0.3597904030029895,4165.477987233634,76183.98,70408.25,150.0,18700,0.82211393,-2.6583514,25.239044,26.30248,0.99930495,1.6224716,3653.9449590240242,16.35972654417733,0.002775522996671498,36,0.9920035,0.04929041,0.8175983,71.55623798689247,8418.777181371805,3.2737031840079,-0.7927849,4,-0.44301292,-95.99501863721004,55500,2.757297,0.09531534,150,0.0,1.9670231780037284,507.84375857680936,22.11428121016715,1794.0867,125.0,14.483347,515.3374185091714,2044.965818022166,8373.645219938246,0.9387425259919837,-0.014694693498313427,-1802.4424,-0.095354274,43.30127018922193,3.7436516,150,134.2130924698431,-3.0817142,3317.1421815250733,1412.1068,82.55060380898371,1363.0199,-95.70766015771109,1797.2211,4.01833,10,150,0.18179281,6683.1924,-0.8411315702905214,6576.43,0.0020505450083874166,150,50,0.10196413,6370.518,-0.31373823,-0.99065125,0.0033210090041393414,-0.8404352729743073,1342.049
19200,2.2387051582336426,2346.5545604599556,1826.01,-0.99915785,380,4107.289477090595,0.36232148999988567,3706.4572152185415,30667.3,26739.375,150.0,19200,0.7796479,-2.6468737,25.341074,28.229439,0.9998196,1.6451398,4199.552544116471,32.858315816724755,0.0029129189933883026,37,0.9924583,0.21019112,0.8046853,96.69038254300172,8008.242350213128,3.3144180169911124,-0.7413991,4,-0.40453452,-93.17959591203041,57000,3.1467538,0.17158824,154,0.0,1.9947332919982728,525.4409193017423,15.643697069733035,1839.3113,125.0,13.483042,487.9425259675795,4107.289477090595,8707.789473512781,0.947871540003689,0.17130771279335022,-1852.626,-0.134068,43.30127018922193,3.85677,150,137.5322650368471,-6.847583,2346.5545604599556,1991.1099,68.61016277547537,1980.5758,-95.56589505063367,1835.0581,3.7873542,10,150,0.20731571,10528.19,-0.8165704521951263,10467.681,0.0027930340002058074,150,50,0.19046701,10746.008,0.0,-0.9900992,0.0037857419956708327,-0.8140408350669979,1986.0983
19700,2.3049025535583496,2708.81037390821,1742.125,-0.99699867,390,2285.4293268890347,0.35308371399878524,4268.063873573363,42174.742,37748.598,150.0,19700,0.7451027,-2.3963428,25.492796,18.707243,0.9993122,1.617316,4059.972132407766,18.283434615112277,0.002661266000359319,38,0.99337095,0.20714882,0.794092,79.28110247517351,9228.371301978297,3.2852047809719807,-0.94914865,4,-0.43705788,-94.54964746315301,58500,2.755092,0.077745475,158,0.0,1.9908493489929242,557.0168151251484,18.05873582605473,1759.4604,125.0,11.582601,559.3727406997194,2285.4293268890347,9317.34051449957,0.9327213529904839,0.23900102078914642,-1763.9535,-0.020439189,43.30127018922193,3.528358,150,140.8224735478434,-5.5380116,2708.81037390821,1616.0852,77.98542368286651,1581.6871,-89.43458998040681,1756.8237,3.7137797,10,150,0.22911406,8912.982,-0.8374409852672211,8897.106,0.0016817790019558743,150,50,0.28088415,8933.5,-0.23748884,-0.98405427,0.004207319987472147,-0.8328275470919275,1574.0133
20200,2.400440216064453,3233.0265035985444,1417.6335,-0.99840117,400,2018.645737409823,0.36415354600467253,4074.6902392574884,4026.7769,2401.4832,150.0,20200,0.79626584,-2.470024,25.468386,19.256176,0.9998971,1.503563,3620.5065333334983,16.14916589927858,0.0025638410006649792,39,0.9975029,0.21628644,0.8208963,70.13309201870429,8223.449914097027,3.594142065034248,-0.92244,4,-0.3905736,-112.92544231652556,60000,3.1804042,0.09525837,162,0.0,2.2849993980053114,493.8398384348277,21.55351002399029,1415.2556,125.0,12.132988,498.74609452009736,2018.645737409823,8289.341013799522,0.936070510011632,0.6208043098449707,-1420.7284,-0.13176653,43.30127018922193,3.490071,150,144.42167000987683,-4.0769224,3233.0265035985444,1218.7063,80.28433076401784,1204.6864,-111.92612076126909,1412.1367,3.2910357,10,150,0.2257798,6930.822,-0.8637492780895368,6807.2754,0.002105361010762863,150,50,0.29359603,6731.8306,24.284557,-0.9865788,0.004249409001204185,-0.8633345326658497,1197.017
20700,2.3756768703460693,2509.834985897252,1831.1516,-0.9993541,410,4331.917546689776,0.37454246399283875,3973.752752658999,10627.293,3705.194,150.0,20700,0.79678196,-2.7821221,25.534079,22.896042,0.99983215,1.5892087,4435.738255270189,34.6553403735182,0.0029443170060403645,40,0.99851835,0.20443088,0.83095914,101.56198516368379,8579.795059125845,3.589874957993743,-1.0737774,4,-0.41398045,-113.27761724241665,61500,2.9370942,0.4311319,166,0.0,2.1732110989978537,552.103977336263,16.732233239315004,1835.8344,125.0,14.002664,523.3037214550833,4331.917546689776,9202.7853175013,1.0273421259917086,0.43158724904060364,-1833.3907,-0.12476373,43.30127018922193,3.8882976,150,148.0166795268742,-3.8434186,2509.834985897252,1859.672,73.34979433109824,1848.8038,-112.298471492179,1827.7197,3.5012448,10,150,0.25154576,11871.3545,-0.8637492271094829,11899.904,0.002073494004434906,150,50,0.16624889,12356.209,22.63436,-0.9930519,0.009761458000866696,-0.8636837510824275,1859.791
21200,2.493412494659424,2562.9545301693242,1908.8085,-0.9990296,420,2139.908482290208,0.45452700500027277,4052.0891999773753,86509.75,88772.734,150.0,21200,0.7620124,-2.634839,25.49893,16.109934,0.99982154,1.6773978,3813.65115942966,17.119267858321667,0.0028553129959618673,41,0.9962414,0.10309723,0.81709445,73.49348222580744,8752.59680045239,3.515051449998282,-0.9490615,4,-0.46527368,-101.9585080966089,63000,3.0708842,0.16875798,170,0.0,1.967900299001485,521.1017524058493,17.086363534462155,1919.5682,125.0,12.185047,524.5427273231909,2139.908482290208,8745.121571560076,1.0756899440020788,-0.8368827104568481,-1930.9788,-0.15651657,43.30127018922193,3.695828,150,151.53676722288947,-3.5222144,2562.9545301693242,1741.8444,73.89417408602213,1719.9451,-100.84593586710908,1923.1238,4.9162154,10,150,0.2498094,9101.468,-0.83337727522516,9011.35,0.010430588998133317,150,50,0.18568833,9112.943,-0.53842616,-0.98968804,0.003648300000349991,-0.8558707916048395,1708.696
21700,2.395214080810547,3220.1434618573085,1708.3433,-0.9992218,430,1995.9681739420014,0.39856365200830624,4054.0662643410515,9728.451,4471.968,150.0,21700,0.7729476,-2.2018905,25.419027,17.129967,0.9999159,1.5926744,3575.1444212637416,15.967745391536008,0.004881508997641504,42,0.99394006,0.10502428,0.8170919,68.98968101375483,8185.3093488853965,3.4702248430112377,-0.7061417,4,-0.3615223,-108.45519756580553,64500,2.8486242,0.39623633,174,0.0,2.094111193000572,481.24935051819534,21.467623079048728,1704.1914,125.0,12.677764,495.9045165010858,1995.9681739420014,8188.113190100186,0.9677444019907853,0.22398105263710022,-1702.2972,-0.017005233,43.30127018922193,4.1425796,150,155.01156573591288,-3.8451383,3220.1434618573085,1444.3478,79.89743941513825,1424.0052,-106.66805970478198,1700.028,3.74364,10,150,0.23913936,6919.0605,-0.8971507723670037,6902.2017,0.0018018310074694455,150,50,0.10604787,6926.2075,17.697433,-0.97502416,0.003122256006463431,-0.9211246724212151,1407.1295
22200,2.264044761657715,2556.3001080736126,2062.7148,-0.9996308,440,4776.292094037797,0.4212636440061033,4003.7670153333797,36491.04,29831.986,150.0,22200,0.7274235,-2.5160131,25.465603,14.840581,0.9984275,1.6439741,4846.207455870444,38.210336752302375,0.006019929001922719,43,0.9902917,-0.20680444,0.8163942,115.38030695123625,8672.086814969773,3.507172346027801,-0.7621075,4,-0.38816124,-90.89098759473674,66000,2.6651864,0.4726584,178,0.0,2.072856918006437,605.3746667580921,17.042000720490748,2078.8167,125.0,12.594965,525.633768306154,4776.292094037797,9698.92221853188,1.0005411980091594,-0.2615392208099365,-2084.4111,-0.3126638,43.30127018922193,4.0458574,150,158.5232830649329,-3.2288194,2556.3001080736126,1750.7336,73.75893270230328,1723.8757,-94.00249931866229,2077.5166,4.320054,10,150,0.27113062,7373.227,-0.8191327777608424,7376.644,0.0022179319930728525,150,50,-0.32715523,7308.8438,-0.33717987,-0.9868426,0.004272725011105649,-0.8077280515494473,1708.5988
22700,2.2963967323303223,2417.9081992690694,1800.0775,-0.9997844,450,1988.9355452509299,0.46509351101121865,3814.0180434914596,93103.55,82395.52,150.0,22700,0.7950938,-2.5163934,25.31514,20.802351,0.99989,1.666358,3537.7025507306644,15.911484362007439,0.0029701029998250306,44,0.99622077,-0.046874054,0.82044625,68.11663491685819,8243.824076712044,3.618514107016381,-1.4586196,4,-0.49261788,-101.20965831747256,67500,3.0706704,0.23601735,182,0.0,2.07762509600434,480.01682914734414,16.119387995127127,1832.771,125.0,14.273221,491.1503099939435,1988.9355452509299,8116.174796831197,1.0648521539987996,-0.7654649615287781,-1844.427,-0.1453962,43.30127018922193,3.921199,150,162.14694108895492,-3.7784705,2417.9081992690694,1939.2738,69.40350443555464,1933.9192,-100.68144294349518,1831.774,4.9210486,10,150,0.26881593,12735.629,-0.7978217427800908,12768.456,0.002077591998386197,150,50,-0.0051723635,13171.415,0.0,-0.9878655,0.005895651003811508,-0.7991409440803632,1949.9307
23200,2.6172666549682617,3348.0630423705397,1966.6913,-0.9994542,460,2253.450092992091,0.4675400139967678,4192.014486765962,47865.82,41258.855,150.0,23200,0.77679604,-3.1317239,25.11476,12.599213,0.9995516,1.6863811,4005.841654016199,18.027600743936734,0.0030215500009944662,45,0.9911587,-0.035352837,0.8092546,77.94081983266611,8482.175827395105,3.6315269399929093,-1.0823642,4,-0.44359738,-94.79228494598644,69000,3.1103747,0.36340576,186,0.0,2.109050428000046,548.5662952073228,22.320420282470266,1981.5543,125.0,13.32151,512.7639956165843,2253.450092992091,9191.646701792408,1.045890502005932,-0.3221956193447113,-1985.1318,-0.0831373,43.30127018922193,4.0341682,150,165.78386208592565,-4.1647186,3348.0630423705397,1835.213,82.54690893913867,1810.2777,-95.9018479638796,1977.8158,4.33494,10,150,0.234916,11734.929,-0.8167288076089041,11661.369,0.002032592994510196,150,50,0.04598748,11987.556,-0.41346514,-0.9927027,0.003991852994658984,-0.8306906569674753,1804.1223
23700,2.8184385299682617,2326.5410261681327,1838.8967,-0.9995785,470,4082.191443192317,0.46100888898945414,3676.971175150454,4847.1914,1197.3591,150.0,23700,0.7425982,-2.6037169,25.09901,21.049387,0.9989909,1.6549963,4162.512204094736,32.65753154553853,0.0030643909994978458,46,0.98660064,0.13218726,0.81269866,95.66753568753448,7943.1604528226535,3.613169060990913,-0.9029235,4,-0.43733415,-101.3020020314527,70500,2.9657054,0.123084344,190,0.0,2.087671681001666,494.55887615639176,15.51027350778755,1831.7844,125.0,10.954989,476.79934121394047,4082.191443192317,8288.638305715485,1.0446349269914208,-0.4063664972782135,-1848.299,0.0005884457,43.30127018922193,3.413215,150,169.40216821190552,-3.1950111,2326.5410261681327,1515.6543,67.50487590285772,1507.2051,-99.89712630493219,1833.7445,4.3922486,10,150,0.18494323,9265.562,-0.801253405932216,9284.763,0.01234901900170371,150,50,0.08210026,9387.779,22.0682,-0.9864495,0.004440154007170349,-0.8127147885250212,1503.298
24200,2.7768020629882812,2305.172460817804,2018.5096,-0.9985559,480,2002.850979251772,0.47280446099466644,3636.358704868202,15777.304,8720.846,150.0,24200,0.62446785,-2.573005,24.79618,23.60042,0.99959266,1.6046218,3561.4548340792626,16.022807834014177,0.002863309986423701,47,0.9906674,0.17690572,0.7691955,69.44292108484211,7859.764033281247,3.6392551329772687,-0.8225788,4,-0.407798,-89.3080021318585,72000,3.4442458,0.23268414,194,0.0,2.103764518004027,493.524015918099,15.367816405452034,2023.2189,125.0,13.096602,476.72981283022233,2002.850979251772,8171.294817180751,1.0534372009860817,0.24495258927345276,-2016.8799,0.2835786,43.30127018922193,4.596644,150,173.0461207099288,-5.377431,2305.172460817804,1817.2675,67.20173113482038,1788.0099,-90.12320746182579,2015.3215,3.7601588,10,150,0.24837601,8180.604,-0.8040163699079252,8106.111,0.0021747830032836646,150,50,0.28102607,8171.1626,-0.76652986,-0.98937464,0.004210860002785921,-0.7922894465276745,1776.6681
24700,2.860887050628662,3426.5523616504315,2005.9468,-0.9978422,490,2304.1630538513537,0.47257202200125903,4302.949008226652,56087.277,48813.555,150.0,24700,0.7786294,-2.549642,24.746073,8.709353,0.99993354,1.6089668,4107.441047799652,18.433304430810832,0.0032084280101116747,48,0.9979162,0.10093587,0.80186677,81.15445839703072,8696.519420689348,3.6512109380128095,-0.8718564,4,-0.41532624,-110.38686049539194,73500,3.3734477,0.25652617,198,0.0,2.116002663009567,576.1637330685576,22.843682411002884,2013.8921,125.0,12.595417,519.8154048077678,2304.1630538513537,9418.283644404166,1.0528981649986235,0.05736405402421951,-2022.4471,-0.16594313,43.30127018922193,3.5639255,150,176.70243211396155,-4.3111396,3426.5523616504315,1859.0625,83.76227092572321,1828.3152,-110.13514785049149,2010.0856,3.9454224,10,150,0.21803184,10004.754,-0.8523706175884265,9926.392,0.002173043991206214,150,50,0.19127285,10070.733,-0.78534496,-0.98602986,0.0043566160020418465,-0.8586390124462774,1828.7372
25200,2.830127239227295,2301.483313719802,1990.8901,-0.99794436,500,3870.7170765610954,0.4660427369963145,3638.9568426888945,7857.809,3418.1162,150.0,25200,0.7488285,-2.2889128,24.414263,24.16662,0.99992025,1.5936948,3952.1570041499886,30.965736612488758,0.00299059999815654,49,0.9955681,0.28101826,0.7691307,90.53731686858625,7860.045607010279,3.616197306968388,-0.90514624,4,-0.41050628,-98.85803551679665,75000,3.3421075,0.24451676,202,0.0,2.086474225987331,464.4473898369146,15.343222091465352,1980.6897,125.0,13.988452,473.73928945569435,3870.7170765610954,7944.420346526961,1.0531031849968713,-0.21945787966251373,-1994.6761,0.20404491,43.30127018922193,3.7206054,150,180.32395310995344,-2.6401768,2301.483313719802,1757.929,66.86752342372205,1746.0247,-93.48037834331726,1983.6215,4.2109284,10,150,0.21453239,9135.765,-0.8617776518806327,9165.041,0.0026217499980702996,150,50,0.2425543,9286.086,23.430588,-0.9821525,0.0049648089916445315,-0.8167626176147147,1734.6356
